药物id,对照组索引,x_6索引,x_24索引,剂量大小
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,LJP005_MDAMB231_24H_X2.L2_B17:A05-2,LJP001_MDAMB231_6H_X3_B3_DUO52HI53LO:M09-1,LJP001_MDAMB231_24H_X3_B2_DUO52HI53LO:M09-1,10.0
CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1,LJP005_MDAMB231_24H_X1_B17:J16-2,LJP002_MDAMB231_6H_X1_F2B5_DUO52HI53LO:J23-1,LJP002_MDAMB231_24H_X2_F2B5_DUO52HI53LO:J23-1,0.4
Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C,LJP005_MDAMB231_24H_X1_B17:F08-2,LJP002_MDAMB231_6H_X3_F2B5_DUO52HI53LO:F09-1,LJP002_MDAMB231_24H_X3_F2B5_DUO52HI53LO:F09-1,0.4
CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N\O)c1)-c1ccncc1,LJP006_MDAMB231_24H_X2_B17:N21-2,LJP001_MDAMB231_6H_X2_B3_DUO52HI53LO:J03-1,LJP001_MDAMB231_24H_X3_B2_DUO52HI53LO:J03-1,0.4
NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1,LJP005_MDAMB231_24H_X3.L2_B17:N19-2,LJP002_MDAMB231_6H_X2_F2B5_DUO52HI53LO:H18-1,LJP002_MDAMB231_24H_X1_F2B5_DUO52HI53LO:H18-1,0.08
COc1ccc(N(C(=O)Oc2cc(ccc2C)C(=O)Nc2cccc(c2)C(F)(F)F)c2ccnc(Nc3ccc(cc3)N3CCN(C)CC3)n2)c(OC)c1,LJP002_MDAMB231_24H_X3_F2B5_DUO52HI53LO:O23-1,LJP001_MDAMB231_6H_X3_B3_DUO52HI53LO:H13-1,LJP001_MDAMB231_24H_X4_B2_DUO52HI53LO:H13-1,0.4
CCN(CC)CCCCNc1ncc2CN(C(=O)N(C)c2n1)c1c(Cl)c(OC)cc(OC)c1Cl,LJP006_MDAMB231_3H_X3_B17:A06-2,LJP001_MDAMB231_6H_X2_B3_DUO52HI53LO:O12-1,LJP001_MDAMB231_24H_X4_B2_DUO52HI53LO:O12-1,2.0
CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12,LJP006_MDAMB231_3H_X3_B17:N21-2,LJP001_MDAMB231_6H_X2_B3_DUO52HI53LO:O13-1,LJP001_MDAMB231_24H_X3_B2_DUO52HI53LO:O13-1,10.0
Cc1cncc2cccc(c12)S(=O)(=O)N3CCCNCC3,KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:L22-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:C17-1,KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:C17-1,0.37
CC(=O)NC[C@@H]1C[C@H](CN1)NS(=O)(=O)c1cccc2cncc(C)c12,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:L23-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:E15-1,KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E15-1,3.33
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O,KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:O21-1,KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:H05-1,KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:H05-1,1.12
Cc1cncc2cccc(c12)S(=O)(=O)N[C@H]3CCNC3,KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:M23-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:N05-1,KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:N05-1,1.11
Cc1cncc2cccc(c12)S(=O)(=O)N[C@H]3CCNC3,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:N22-1,KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:N08-1,KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:N08-1,0.04
CC(=O)NC[C@H]1C[C@H](CN1)N(C(C)=O)S(=O)(=O)c1cccc2cncc(C)c12,KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:P18-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:C03-1,KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:C03-1,10.0
COc1cc(\C=C2/SC(Nc3ccccc3Cl)=NC2=O)ccc1O,KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:M22-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:M03-1,KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:M03-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:M21-1,KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:B10-1,KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:B03-1,9.99
ONC(=O)CCCCCCC(=O)Nc1ccccc1,KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:N22-1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:B09-1,KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:B10-1,9.99
ONC(=O)CCCCCCC(=O)Nc1ccccc1,KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:K23-1,KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:B10-1,KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:B06-1,9.99
CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1,LJP001_SKBR3_6H_X3_B3_DUO52HI53LO:I17-1,LJP002_SKBR3_6H_X1_F2B5_DUO52HI53LO:M03-1,LJP002_SKBR3_24H_X3_F2B5_DUO52HI53LO:M03-1,10.0
Cc1cnc2c(NCCN)nc3ccc(C)cc3n12,LJP005_SKBR3_3H_X2_B17:A03-2,LJP001_SKBR3_6H_X2_B3_DUO52HI53LO:F13-1,LJP001_SKBR3_24H_X3_B3_DUO52HI53LO:F13-1,0.4
COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,LJP006_SKBR3_3H_X3_B17:N24-2,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:B19-1,LJP001_SKBR3_24H_X1_B3_DUO52HI53LO:B19-1,0.4
Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,LJP001_SKBR3_24H_X3_B3_DUO52HI53LO:P23-1,LJP001_SKBR3_6H_X2_B3_DUO52HI53LO:D19-1,LJP001_SKBR3_24H_X2_B3_DUO52HI53LO:D19-1,0.4
Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,LJP002_SKBR3_6H_X2_F2B5_DUO52HI53LO:I18-1,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:D20-1,LJP001_SKBR3_24H_X3.A2_B4_DUO52HI53LO:D20-1,0.08
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,LJP001_SKBR3_24H_X4_B2_DUO52HI53LO:K17-1,LJP002_SKBR3_6H_X2_F2B5_DUO52HI53LO:F22-1,LJP002_SKBR3_24H_X1_F2B5_DUO52HI53LO:F22-1,0.08
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,LJP005_SKBR3_24H_X1_B17:N21-2,LJP002_SKBR3_6H_X2_F2B5_DUO52HI53LO:O17-1,LJP002_SKBR3_24H_X3_F2B5_DUO52HI53LO:O17-1,10.0
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,LJP006_SKBR3_24H_X3_B17:J15-2,LJP002_SKBR3_6H_X2_F2B5_DUO52HI53LO:P17-1,LJP002_SKBR3_24H_X1_F2B5_DUO52HI53LO:P17-1,0.4
CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(\C=C\c4cnc5[nH]ccc5c4OC)c3)cc2C(F)(F)F)CC1,LJP006_SKBR3_3H_X2_B17:B06-2,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:D13-1,LJP001_SKBR3_24H_X4_B2_DUO52HI53LO:D13-1,0.4
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,LJP005_SKBR3_3H_X3_B17:J14-2,LJP001_SKBR3_6H_X1_B3_DUO52HI53LO:C16-1,LJP001_SKBR3_24H_X2_B3_DUO52HI53LO:C16-1,2.0
OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,LJP005_SKBR3_3H_X2_B17:J14-2,LJP002_SKBR3_6H_X1_F2B5_DUO52HI53LO:C05-1,LJP002_SKBR3_24H_X2_F2B5_DUO52HI53LO:C05-1,10.0
CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,LJP001_SKBR3_6H_X1_B3_DUO52HI53LO:P24-1,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:E09-1,LJP001_SKBR3_24H_X3.A2_B4_DUO52HI53LO:E09-1,10.0
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,LJP006_SKBR3_3H_X2_B17:A03-2,LJP001_SKBR3_6H_X1_B3_DUO52HI53LO:M13-1,LJP001_SKBR3_24H_X3_B3_DUO52HI53LO:M13-1,10.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:C01-1,LJP002_SKBR3_6H_X1_F2B5_DUO52HI53LO:K20-1,LJP002_SKBR3_24H_X1_F2B5_DUO52HI53LO:K20-1,2.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,LJP006_SKBR3_24H_X1_B17:F09-2,LJP002_SKBR3_6H_X3_F2B5_DUO52HI53LO:L19-1,LJP002_SKBR3_24H_X2_F2B5_DUO52HI53LO:L19-1,0.4
CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1,LJP001_SKBR3_24H_X2_B3_DUO52HI53LO:K18-1,LJP002_SKBR3_6H_X3_F2B5_DUO52HI53LO:J24-1,LJP002_SKBR3_24H_X1_F2B5_DUO52HI53LO:J24-1,0.08
COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,LJP006_SKBR3_24H_X2_B17:F07-2,LJP002_SKBR3_6H_X3_F2B5_DUO52HI53LO:O05-1,LJP002_SKBR3_24H_X3_F2B5_DUO52HI53LO:O05-1,10.0
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,LJP005_SKBR3_3H_X3_B17:F09-2,LJP002_SKBR3_6H_X2_F2B5_DUO52HI53LO:J03-1,LJP002_SKBR3_24H_X3_F2B5_DUO52HI53LO:J03-1,0.4
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:J18-1,LJP002_SKBR3_6H_X3_F2B5_DUO52HI53LO:D11-1,LJP002_SKBR3_24H_X3_F2B5_DUO52HI53LO:D11-1,0.4
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,LJP005_SKBR3_24H_X1_B17:J17-2,LJP001_SKBR3_6H_X4_B3_DUO52HI53LO:O18-1,LJP001_SKBR3_24H_X2_B3_DUO52HI53LO:O18-1,2.0
CCc1cncc2cccc(c12)S(=O)(=O)N3CCCNCC3,KMS002_THP1_6H_X3_B5_DUO52HI53LO:P11-1,KMS002_THP1_6H_X1_B5_DUO52HI53LO:B17-1,KMS002_THP1_24H_X3_B5_DUO52HI53LO:B17-1,0.37
COc1cc(\C=C2/SC(Nc3ccccn3)=NC2=O)ccc1O,KMS002_THP1_6H_X3_B5_DUO52HI53LO:A24-1,KMS002_THP1_6H_X3_B5_DUO52HI53LO:D20-1,KMS002_THP1_24H_X2_B5_DUO52HI53LO:D20-1,0.01
ONC(=O)CCCCCCC(=O)Nc1ccccc1,KMS002_THP1_6H_X3_B5_DUO52HI53LO:P19-1,KMS002_THP1_6H_X1_B5_DUO52HI53LO:B08-1,KMS002_THP1_24H_X2_B5_DUO52HI53LO:B05-1,9.99
ONC(=O)CCCCCCC(=O)Nc1ccccc1,KMS002_THP1_24H_X2_B5_DUO52HI53LO:I22-1,KMS002_THP1_6H_X2_B5_DUO52HI53LO:B03-1,KMS002_THP1_24H_X1_B5_DUO52HI53LO:B06-1,9.99
CCCC(=O)Sc1ccc(cc1)[C@@H]1CN2CCC[C@@H]2c2ccccc12,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J16-1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:F03-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:F03-1,10.0
CCOc1ccccc1O[C@H]([C@@H]1CNCCO1)c1ccccc1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:I16-1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:N11-1,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:N11-1,10.0
CN(C)CCOc1ccc(CCN)cc1OCCN(C)C,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:B18-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:J21-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:J21-1,10.0
CN1C2CC[C@@H]1C[C@H](C2)OC(c1ccc(Br)cc1)c1ccc(Br)cc1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:I15-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:C16-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:C16-1,10.0
N[C@@H](CSc1cc(CCOO)cc(O)c1O)C(O)=O,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:F06-1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:M15-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:M15-1,10.0
Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cc2)C#N)nc1-c1ccc(Cl)cc1Cl,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:N09-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:L10-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:K20-1,10.0
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:F05-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:H06-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:H06-1,10.0
CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J16-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:J10-1,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:J10-1,10.0
COC1=CC(=O)OC(C1)/C=C/c2ccccc2,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:A17-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:O18-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:O18-1,10.0
CC(C#CCN1CCCC1)N(C)C(C)=O,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:E05-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:E07-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:E07-1,10.0
Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:F06-1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:B06-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:B06-1,10.0
O=C1CCc2c(O1)ccc1ccccc21,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:J15-1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:N18-1,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:N18-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:F06-1,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:B03-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:B03-1,10.0
CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:P13-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:A21-1,10.0
ONC(=O)c1ccncc1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:F05-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:I22-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:I22-1,10.0
CC(=O)N[C@H]1C[C@H](C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:E24-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:E24-1,10.0
OC(=O)CCc1cc(I)c(O)c(I)c1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:I16-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:I07-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:I07-1,10.0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(O)=O,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:F06-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:G21-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:G21-1,10.0
NC(=C(C#N)C#N)/C(=C/c1ccc(O)cc1)/C#N,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:I15-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:H19-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:H19-1,10.0
O=C1NC(=O)\C(S1)=C\c1ccc2nccnc2c1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:I15-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:B11-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:B11-1,10.0
CCC(C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)CC)NC(=O)[C@H]2CCCCN2C1=O,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:A17-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:F12-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:F12-1,10.0
ONC(=O)CCCCCC(=O)N/N=C/c1ccc(cc1)c2ccccc2,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:I16-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:L04-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:L04-1,10.0
CC(=O)Nc1ccc(cc1)C(=O)NC1CCCCC1N,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:N09-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:N04-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:N04-1,10.0
CC(=O)Nc1ccc(cc1)C(=O)NC1CCCCC1N,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:A17-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:N04-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:N04-1,10.0
COC(=O)CCCCC(=O)N\N=C\c1c(OC)cc(O)cc1OC,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:B17-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N02-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:N02-1,10.0
CCOC(=O)C1=CN(Cc2ccccc2)C=C(C1c1ccccc1)C(=O)OCC,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:E05-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N24-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:N24-1,10.0
CCOC(=O)C1=CN(Cc2ccccc2)C=C(C1c1ccccc1)C(=O)OCC,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:E05-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N24-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:N24-1,10.0
CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:B17-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:P19-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:P19-1,10.0
OC(=O)c1ccccc1NC(=O)c1cccc(NC(=O)Cc2ccccc2)c1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:C22-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:C22-1,10.0
C[C@H]1CCC\C=C\C2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:J15-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:J05-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J05-1,10.0
CC(C)c1cc2[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C(=O)O3)c2c(O)c1O,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:N09-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:E20-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:E20-1,10.0
OC(CS)C(O)CS,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:J19-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J19-1,10.0
Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:B18-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:G20-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:G20-1,10.0
Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N09-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:M22-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:M22-1,10.0
Cc1cc(ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl)[N+]([O-])=O,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:N10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:C18-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:C18-1,10.0
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:B18-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:O14-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:G15-1,10.0
ONC(=O)CCCN1C(=O)c2cccc3cccc(C1=O)c23,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:J15-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:F18-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:F18-1,10.0
ONC(=O)/C=C/C#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:N09-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:J20-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:J20-1,10.0
COc1cc(OC)cc(/C=C/c2ccc(O)cc2)c1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:F06-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:G06-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:G06-1,10.0
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(O)=O,NMH001_FIBRNPC_6H_X2.L2_B6_DUO52HI53LO:N10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:G04-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:C03-1,10.0
CCCC(CCC)C(O)=O,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:N10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:M08-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:B19-1,10.0
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:K18-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:K18-1,10.0
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:N10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:I08-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:I08-1,10.0
Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,NMH001_FIBRNPC_6H_X1_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:E10-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:E21-1,10.0
CC(C)C\C=C/C(=O)NC1C(OC2OC(C)C(O)C(O)C2NC(C)=O)OC(CC(O)C2OC(C(O)C2O)n2ccc(=O)[nH]c2=O)C(O)C1O,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:J16-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:J07-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J07-1,10.0
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(O)=O,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:E06-1,NMH002_FIBRNPC_6H_X2_B6_DUO52HI53LO:C20-1,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:C20-1,10.0
